SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
2470545,148658,Revolving loans,7875,0,157500,,,FRIDAY,9,N,1,,,,XAP,Refused,-419,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0,XNA,Card X-Sell,,,,,,
1605989,296234,Revolving loans,29250,0,585000,,,SATURDAY,9,Y,1,,,,XAP,Refused,-342,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0,XNA,Card X-Sell,,,,,,
2495810,131337,Consumer loans,4492.845,26955,24259.5,2695.5,26955,WEDNESDAY,15,Y,1,0.108909091,,,XAP,Approved,-2518,Cash through the bank,XAP,,New,Audio/Video,POS,XNA,Regional / Local,141,Consumer electronics,6,middle,POS household without interest,365243,-2485,-2335,-2335,-2325,0
2306132,101211,Consumer loans,4172.94,29205,21204,9000,29205,SUNDAY,12,Y,1,0.324520533,,,XAP,Approved,-2463,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Stone,23,Connectivity,6,high,POS household with interest,365243,-2394,-2244,-2304,-2295,0
2075811,218166,Consumer loans,22758.39,121410,123660,0,121410,THURSDAY,12,Y,1,0,,,XAP,Approved,-76,Cash through the bank,XAP,Family,Refreshed,Furniture,POS,XNA,Country-wide,50,Furniture,6,middle,POS industry with interest,365243,-46,104,365243,365243,1
2416796,371096,Consumer loans,5308.965,49050,47785.5,4905,49050,MONDAY,13,Y,1,0.101384328,,,XAP,Approved,-2335,Cash through the bank,XAP,,New,Construction Materials,POS,XNA,Stone,7,Construction,10,low_normal,POS industry with interest,365243,-2302,-2032,-2032,-2014,1
1641001,171690,Consumer loans,12328.785,123300,110970,12330,123300,SUNDAY,15,Y,1,0.108909091,,,XAP,Approved,-1901,Cash through the bank,XAP,,Refreshed,Construction Materials,POS,XNA,Stone,7,Construction,10,low_normal,POS industry with interest,,,,,,
1931928,256843,Consumer loans,5314.635,57604.5,51840,5764.5,57604.5,THURSDAY,11,Y,1,0.108985662,,,XAP,Approved,-1012,XNA,XAP,,New,Education,POS,XNA,Stone,100,Industry,12,middle,POS other with interest,365243,-977,-647,-827,-820,0
2718518,382236,Cash loans,,0,0,,,SATURDAY,9,Y,1,,,,XNA,Canceled,-333,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1589210,431417,Revolving loans,16875,337500,337500,,337500,THURSDAY,9,Y,1,,,,XAP,Approved,-239,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,365243,365243,365243,365243,365243,0
2430688,132981,Consumer loans,19304.505,175495.5,175495.5,0,175495.5,SUNDAY,15,Y,1,0,,,XAP,Approved,-470,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,4000,Consumer electronics,10,low_normal,POS household with interest,365243,-439,-169,-169,-162,0
2805232,330936,Consumer loans,10215.855,105336,116460,0,105336,SUNDAY,11,Y,1,0,,,XAP,Approved,-373,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,4000,Consumer electronics,12,low_action,POS household without interest,365243,-342,-12,-12,-9,0
1146972,223260,Consumer loans,16915.86,205191,231597,0,205191,WEDNESDAY,11,Y,1,0,,,XAP,Approved,-482,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,4000,Consumer electronics,18,middle,POS household with interest,365243,-451,59,365243,365243,0
1190775,394706,Consumer loans,8207.01,88191,88191,0,88191,SATURDAY,16,Y,1,0,,,XAP,Approved,-415,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Regional / Local,100,Consumer electronics,12,low_action,POS household without interest,365243,-383,-53,-263,-260,0
2319125,218182,Revolving loans,22500,337500,900000,,337500,TUESDAY,12,N,0,,,,XAP,Refused,-667,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,,,,,,
2368002,353320,Cash loans,,0,0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-469,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1352047,221732,Cash loans,19181.25,697500,697500,,697500,FRIDAY,8,Y,1,,,,Repairs,Refused,-295,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60,low_normal,Cash Street: low,,,,,,
1657961,267427,Consumer loans,20381.445,203836.5,183451.5,20385,203836.5,THURSDAY,15,Y,1,0.108916304,,,XAP,Refused,-2434,Cash through the bank,HC,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Country-wide,-1,Consumer electronics,10,low_normal,POS household without interest,,,,,,
1502811,156064,Consumer loans,,85455,85455,,85455,SUNDAY,13,Y,1,,,,XAP,Unused offer,-860,Cash through the bank,CLIENT,Family,Repeater,Computers,XNA,XNA,Regional / Local,200,Consumer electronics,,XNA,POS household with interest,,,,,,
2613584,148742,Consumer loans,16204.725,175941,157941,18000,175941,TUESDAY,11,Y,1,0.111421649,,,XAP,Approved,-1504,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Regional / Local,140,Consumer electronics,12,middle,POS household with interest,365243,-1473,-1143,-1143,-1128,0
2018048,446401,Consumer loans,17131.14,166500,156735,22500,166500,FRIDAY,14,Y,1,0.136717413,,,XAP,Approved,-1880,Cash through the bank,XAP,Unaccompanied,New,Vehicles,POS,XNA,Stone,26,Industry,12,high,POS industry with interest,365243,-1846,-1516,-1516,-1262,0
2821951,368423,Consumer loans,20430.81,106816.5,112455,0,106816.5,WEDNESDAY,12,Y,1,0,,,XAP,Approved,-471,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Stone,200,Furniture,6,middle,POS industry with interest,365243,-440,-290,-290,-285,0
1643420,167799,Revolving loans,2250,45000,45000,,45000,TUESDAY,10,Y,1,,,,XAP,Approved,-331,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Stone,200,Furniture,0,XNA,Card Street,-308,-260,365243,365243,365243,0
2824923,143729,Consumer loans,7774.11,65020.5,70744.5,0,65020.5,FRIDAY,12,Y,1,0,,,XAP,Approved,-616,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,10,low_normal,POS mobile without interest,365243,-582,-312,-492,-488,0
1108914,275638,Consumer loans,21795.525,236569.5,236569.5,0,236569.5,SATURDAY,12,Y,1,0,,,XAP,Approved,-226,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Regional / Local,30,Construction,12,low_action,POS industry without interest,365243,-196,134,365243,365243,0
1837346,455044,Consumer loans,12917.88,98941.5,107649,0,98941.5,FRIDAY,8,Y,1,0,,,XAP,Approved,-572,XNA,XAP,,Repeater,Computers,POS,XNA,Country-wide,1500,Consumer electronics,10,middle,POS household with interest,365243,-540,-270,-270,-262,0
2780470,382685,Consumer loans,11866.41,170541,199804.5,0,170541,SUNDAY,9,Y,1,0,,,XAP,Approved,-645,XNA,XAP,,Repeater,Computers,POS,XNA,Country-wide,1500,Consumer electronics,24,middle,POS household with interest,365243,-615,75,365243,365243,1
2543477,132150,Consumer loans,19517.265,178357.5,193662,0,178357.5,THURSDAY,9,Y,1,0,,,XAP,Approved,-561,XNA,XAP,,New,Audio/Video,POS,XNA,Country-wide,1500,Consumer electronics,12,middle,POS household with interest,365243,-529,-199,-199,-194,0
2324477,344934,Consumer loans,10056.915,67275,72823.5,0,67275,SUNDAY,10,Y,1,0,,,XAP,Approved,-2197,XNA,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,120,Furniture,10,high,POS industry with interest,365243,-2163,-1893,-1893,-1546,0
2485301,170414,Consumer loans,5750.64,29385,29385,0,29385,WEDNESDAY,12,Y,1,0,,,XAP,Refused,-2344,XNA,SCO,Other_A,Repeater,Furniture,POS,XNA,Stone,120,Furniture,6,high,POS industry with interest,,,,,,
1338383,114328,Consumer loans,13751.37,170311.5,136246.5,34065,170311.5,MONDAY,10,Y,1,0.217835448,,,XAP,Refused,-305,Cash through the bank,HC,,Repeater,Furniture,POS,XNA,Stone,727,Furniture,12,middle,POS industry with interest,,,,,,
1060835,423778,Consumer loans,49106.475,269077.5,277956,0,269077.5,WEDNESDAY,8,Y,1,0,,,XAP,Approved,-798,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,1178,Consumer electronics,6,low_normal,POS household with interest,365243,-767,-617,-617,-610,0
2397349,234094,Cash loans,14269.86,67500,69727.5,,67500,FRIDAY,16,Y,1,,,,Medicine,Approved,-797,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Country-wide,20,Connectivity,6,high,Cash Street: high,365243,-767,-617,-617,-613,1
1669367,101479,Cash loans,17079.255,135000,143910,,135000,SATURDAY,11,Y,1,,,,XNA,Approved,-1089,Cash through the bank,XAP,Family,New,XNA,Cash,walk-in,Country-wide,44,Connectivity,12,high,Cash Street: high,365243,-1059,-729,-789,-787,1
2676092,307044,Consumer loans,17408.655,156825,141075,15750,156825,WEDNESDAY,9,Y,1,0.109377853,,,XAP,Approved,-1528,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,33,Consumer electronics,10,middle,POS household with interest,365243,-1492,-1222,-1222,-1216,0
2195939,340546,Revolving loans,9000,0,67500,,,SUNDAY,13,N,1,,,,XAP,Refused,-2725,XNA,HC,,Repeater,XNA,Cards,x-sell,Country-wide,71,Connectivity,0,XNA,Card Street,,,,,,
1575932,162410,Consumer loans,4431.915,32080.5,32080.5,0,32080.5,WEDNESDAY,21,Y,1,0,,,XAP,Approved,-14,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,51,Connectivity,10,high,POS mobile with interest,365243,365243,293,365243,365243,0
1705996,352051,Consumer loans,,141660,141660,0,141660,WEDNESDAY,17,Y,1,0,,,XAP,Unused offer,-922,Cash through the bank,CLIENT,,Refreshed,Mobile,XNA,XNA,Country-wide,51,Connectivity,,XNA,POS mobile with interest,,,,,,
1017424,250662,Consumer loans,6408.54,79372.215,63495,15877.215,79372.215,SUNDAY,16,Y,1,0.217856217,0.189136348,0.835095137,XAP,Approved,-135,Cash through the bank,XAP,,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,51,Connectivity,12,middle,POS mobile with interest,365243,-100,230,-40,-37,0
2600043,205731,Consumer loans,3957.48,32409,24952.5,9000,32409,WEDNESDAY,13,Y,1,0.28869209,,,XAP,Approved,-2723,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,38,Connectivity,8,low_normal,POS mobile with interest,365243,-2692,-2482,-2482,-2474,1
1986388,386554,Consumer loans,6846.75,35550,33579,3555,35550,SATURDAY,15,Y,1,0.104263429,,,XAP,Approved,-2186,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,74,Connectivity,6,high,POS mobile with interest,365243,-2143,-1993,-2023,-2010,0
1229667,424646,Consumer loans,3332.025,21492,20619,2151,21492,THURSDAY,9,Y,1,0.102882501,,,XAP,Approved,-2222,XNA,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,117,Consumer electronics,8,high,POS household with interest,365243,-2180,-1970,-1970,-1967,0
1050950,163531,Consumer loans,8795.07,175005,157504.5,17500.5,175005,MONDAY,11,Y,1,0.108909091,,,XAP,Approved,-60,Cash through the bank,XAP,,Repeater,Medical Supplies,POS,XNA,Stone,30,XNA,24,low_normal,POS industry with interest,365243,-29,661,365243,365243,0
2639701,206592,Consumer loans,7203.78,136813.5,136813.5,0,136813.5,SUNDAY,12,Y,1,0,,,XAP,Approved,-1227,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Regional / Local,139,Consumer electronics,24,low_normal,POS household with interest,365243,-1196,-506,-506,-492,0
2408426,389691,Consumer loans,83041.2,900000,810000,90000,900000,WEDNESDAY,16,Y,1,0.108909091,,,XAP,Approved,-329,XNA,XAP,,Repeater,Construction Materials,POS,XNA,Stone,20,Construction,12,middle,POS industry with interest,365243,-298,32,-118,-115,0
2113948,169809,Consumer loans,6109.74,27450,29079,0,27450,THURSDAY,11,Y,1,0,,,XAP,Approved,-357,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Stone,100,Consumer electronics,6,high,POS household with interest,365243,-327,-177,-177,-172,1
1703480,240173,Cash loans,,0,0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-200,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),4,XNA,,XNA,Cash,,,,,,
1117709,104260,Consumer loans,,65646,65646,0,65646,SATURDAY,12,Y,1,0,,,XAP,Unused offer,-363,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,70,Connectivity,,XNA,POS mobile with interest,,,,,,
2474861,185713,Cash loans,21278.655,585000,677664,,585000,WEDNESDAY,10,Y,1,,,,XNA,Approved,-166,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,low_normal,Cash X-Sell: low,,,,,,
1733592,358108,Cash loans,,0,0,,,THURSDAY,10,Y,1,,,,XNA,Canceled,-342,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2294514,153259,Cash loans,26574.255,225000,289732.5,,225000,FRIDAY,13,Y,1,,,,Payments on other loans,Refused,-327,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18,high,Cash Street: high,,,,,,
2168362,244701,Cash loans,,0,0,,,TUESDAY,13,Y,1,,,,XNA,Canceled,-374,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1327462,124423,Cash loans,23562.675,684000,801373.5,,684000,TUESDAY,11,Y,1,,,,XNA,Approved,-442,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,low_normal,Cash X-Sell: low,365243,-412,1358,-52,-45,1
1633545,220091,Cash loans,,0,0,,,SATURDAY,12,Y,1,,,,XNA,Canceled,-325,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1785748,172325,Cash loans,,0,0,,,THURSDAY,10,Y,1,,,,XNA,Canceled,-309,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2206146,293382,Cash loans,59698.17,643500,753925.5,,643500,TUESDAY,8,Y,1,,,,XNA,Approved,-55,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,high,Cash X-Sell: high,,,,,,
2311782,205913,Cash loans,18048.015,468000,542133,,468000,TUESDAY,11,Y,1,,,,XNA,Refused,-176,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,low_normal,Cash X-Sell: low,,,,,,
1928066,385147,Revolving loans,9000,0,180000,,,MONDAY,11,Y,1,,,,XAP,Approved,-778,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,365243,365243,365243,365243,365243,0
2561118,188628,Cash loans,8086.32,67500,80928,,67500,THURSDAY,10,Y,1,,,,XNA,Approved,-964,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-934,-604,-634,-625,1
1167993,310354,Cash loans,,0,0,,,TUESDAY,14,Y,1,,,,XNA,Canceled,-202,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1060323,377125,Cash loans,22059,225000,283131,,225000,SATURDAY,9,Y,1,,,,XNA,Approved,-1071,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18,middle,Cash X-Sell: middle,365243,-1041,-531,-711,-706,1
1090234,398975,Cash loans,,0,0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-453,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1250709,438887,Cash loans,11110.365,135000,170640,,135000,SATURDAY,8,Y,1,,,,Other,Refused,-194,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24,middle,Cash Street: middle,,,,,,
1601305,328893,Cash loans,,0,0,,,FRIDAY,10,Y,1,,,,XNA,Canceled,-182,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1187050,324217,Cash loans,47041.335,450000,470790,,450000,MONDAY,11,Y,1,,,,XNA,Approved,-831,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-801,-471,-621,-614,1
1601033,139555,Cash loans,18235.08,225000,269550,,225000,WEDNESDAY,8,Y,1,,,,Other,Refused,-799,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36,high,Cash Street: high,,,,,,
1574556,394431,Consumer loans,3680.595,33493.5,33493.5,0,33493.5,FRIDAY,12,Y,1,0,,,XAP,Approved,-676,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,25,Connectivity,10,low_normal,POS mobile without interest,365243,-638,-368,-368,-366,0
2537512,403549,Consumer loans,3066.885,44955,31455,13500,44955,SATURDAY,18,Y,1,0.327054327,,,XAP,Approved,-1347,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,25,Connectivity,12,middle,POS mobile with interest,365243,-1310,-980,-980,-975,0
2561133,356292,Cash loans,11386.17,90000,95940,,90000,TUESDAY,11,Y,1,,,,Purchase of electronic equipment,Approved,-498,Cash through the bank,XAP,,New,XNA,Cash,walk-in,Country-wide,-1,Connectivity,12,high,Cash Street: high,365243,-468,-138,-138,-136,1
2611473,384267,Revolving loans,,0,0,,,SATURDAY,12,Y,1,,,,XAP,Canceled,-208,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2676858,320504,Cash loans,,0,0,,,THURSDAY,13,Y,1,,,,XNA,Canceled,-268,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2751184,202149,Cash loans,,0,0,,,MONDAY,13,Y,1,,,,XNA,Canceled,-210,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2291314,202149,Cash loans,22254.75,225000,225000,,225000,MONDAY,13,Y,1,,,,XNA,Approved,-210,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-180,150,-90,-85,0
1936140,255377,Revolving loans,27000,540000,540000,,540000,SATURDAY,10,Y,1,,,,XAP,Refused,-471,XNA,HC,Family,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,,,,,,
2060046,246514,Revolving loans,13500,270000,270000,,270000,TUESDAY,17,Y,1,,,,XAP,Approved,-204,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,365243,365243,365243,365243,365243,0
1965558,394083,Cash loans,,0,0,,,MONDAY,10,Y,1,,,,XNA,Canceled,-266,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1287121,203538,Consumer loans,8173.665,87826.5,87826.5,0,87826.5,TUESDAY,14,Y,1,0,,,XAP,Approved,-288,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Regional / Local,30,Consumer electronics,12,low_action,POS household without interest,365243,-258,72,365243,365243,0
2285603,250370,Revolving loans,38250,765000,765000,,765000,MONDAY,14,N,1,,,,XAP,Refused,-448,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0,XNA,Card X-Sell,,,,,,
1356350,178273,Consumer loans,11483.1,126000,126000,0,126000,WEDNESDAY,12,Y,1,0,,,XAP,Approved,-399,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Regional / Local,100,Consumer electronics,12,low_action,POS household without interest,365243,-368,-38,-38,-31,0
2653008,426436,Consumer loans,22497.75,225000,202500,22500,225000,TUESDAY,12,Y,1,0.108909091,,,XAP,Approved,-2639,Cash through the bank,XAP,Family,Repeater,Construction Materials,POS,XNA,Stone,124,Consumer electronics,10,low_normal,POS household with interest,365243,-2607,-2337,-2427,-2424,0
1695734,128250,Cash loans,,0,0,,,FRIDAY,16,Y,1,,,,XNA,Canceled,-332,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1642990,240111,Cash loans,10760.22,90000,115893,,90000,SATURDAY,14,Y,1,,,,XNA,Approved,-1605,Cash through the bank,XAP,Children,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18,high,Cash Street: high,365243,-1575,-1065,-1065,-1058,1
1208295,431417,Cash loans,9765.99,90000,121968,,90000,FRIDAY,12,Y,1,,,,XNA,Approved,-742,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24,high,Cash Street: high,365243,-712,-22,-232,-229,1
2220004,351258,Consumer loans,4919.445,28755,24511.5,5400,28755,TUESDAY,10,Y,1,0.196616382,,,XAP,Approved,-2831,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,25,Connectivity,6,low_normal,POS mobile with interest,365243,-2800,-2650,-2710,-2707,1
1354525,360598,Consumer loans,3372.48,29205,25281,5850,29205,TUESDAY,11,Y,1,0.204657153,,,XAP,Approved,-2494,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,25,Connectivity,10,low_normal,POS mobile with interest,365243,-2463,-2193,-2193,-2188,1
1901975,404221,Consumer loans,8252.01,70200,70200,0,70200,WEDNESDAY,14,Y,1,0,,,XAP,Approved,-140,Cash through the bank,XAP,,Repeater,Auto Accessories,POS,XNA,Stone,25,Auto technology,10,middle,POS other with interest,365243,-102,168,365243,365243,0
2628240,354827,Consumer loans,14342.04,89460,71460,18000,89460,SATURDAY,15,Y,1,0.21913298,,,XAP,Approved,-2914,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,50,Furniture,6,low_normal,POS industry with interest,365243,-2882,-2732,-2732,-2724,0
1265460,372385,Consumer loans,8145.63,65565,71334,0,65565,SUNDAY,10,Y,1,0,,,XAP,Approved,-168,Non-cash from your account,XAP,Children,New,Consumer Electronics,POS,XNA,Stone,25,Consumer electronics,10,low_normal,POS household with interest,365243,-135,135,365243,365243,0
1202704,303335,Consumer loans,18477.135,166956.75,166954.5,2.25,166956.75,WEDNESDAY,16,Y,1,1.47E-05,,,XAP,Refused,-348,Cash through the bank,HC,Family,Repeater,Computers,POS,XNA,Country-wide,300,Consumer electronics,10,low_normal,POS household without interest,,,,,,
1227185,145410,Consumer loans,7357.68,41399.73,41386.5,4144.23,41399.73,SATURDAY,14,Y,1,0.099129604,,,XAP,Approved,-754,Cash through the bank,XAP,,New,Photo / Cinema Equipment,POS,XNA,Country-wide,300,Consumer electronics,6,low_normal,POS household with interest,365243,-723,-573,-633,-613,0
2459456,250771,Consumer loans,6684.84,69750,55800,13950,69750,SUNDAY,12,Y,1,0.217818182,,,XAP,Approved,-1831,Cash through the bank,XAP,Children,New,Furniture,POS,XNA,Stone,269,Furniture,10,middle,POS industry with interest,365243,-1798,-1528,-1528,-1523,0
1533675,397975,Revolving loans,11250,225000,225000,,225000,WEDNESDAY,15,Y,1,,,,XAP,Refused,-632,XNA,LIMIT,,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),15,XNA,0,XNA,Card Street,,,,,,
2771388,129989,Cash loans,31408.65,292500,292500,0,292500,SATURDAY,9,Y,1,0,,,XNA,Refused,-2491,XNA,SCO,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12,middle,Cash Street: middle,,,,,,
1544000,179431,Cash loans,9814.5,135000,135000,0,135000,MONDAY,13,Y,1,0,,,XNA,Approved,-2800,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,20,middle,Cash Street: middle,365243,-2770,-2200,-2200,-2192,0
2220001,393635,Consumer loans,9058.185,70825.5,77058,0,70825.5,FRIDAY,12,Y,1,0,,,XAP,Approved,-792,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,939,Consumer electronics,10,middle,POS household with interest,365243,-761,-491,-641,-636,0
2783429,216827,Consumer loans,7726.455,111649.5,129334.5,0,111649.5,TUESDAY,13,Y,1,0,,,XAP,Approved,-727,Cash through the bank,XAP,,New,Audio/Video,POS,XNA,Country-wide,939,Consumer electronics,18,low_action,POS household without interest,365243,-696,-186,-246,-239,0
1049973,312519,Consumer loans,8443.035,42957,45225,0,42957,TUESDAY,20,Y,1,0,,,XAP,Approved,-448,Cash through the bank,XAP,,Refreshed,Consumer Electronics,POS,XNA,Country-wide,939,Consumer electronics,6,middle,POS household with interest,365243,-417,-267,-267,-261,0
1713004,225312,Consumer loans,6336.315,114858,137601,0,114858,WEDNESDAY,13,Y,1,0,,,XAP,Refused,-1537,Cash through the bank,HC,Family,Repeater,Computers,POS,XNA,Country-wide,939,Consumer electronics,24,low_action,POS household without interest,,,,,,
2555936,311419,Cash loans,11061,90000,90000,0,90000,THURSDAY,12,Y,1,0,,,XNA,Refused,-2751,XNA,SCO,,Repeater,XNA,Cash,x-sell,Country-wide,15,Consumer electronics,10,middle,Cash Street: middle,,,,,,
2050989,330895,Consumer loans,4166.28,27130.5,25083,3600,27130.5,TUESDAY,10,Y,1,0.136691674,,,XAP,Approved,-1452,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,37,Connectivity,8,high,POS mobile with interest,365243,-1418,-1208,-1208,-1195,0
1795633,375212,Cash loans,,0,0,,,SATURDAY,19,Y,1,,,,XNA,Refused,-173,XNA,HC,,Repeater,XNA,XNA,XNA,Country-wide,20,Connectivity,,XNA,Cash,,,,,,
1887633,170019,Consumer loans,11202.255,121410,109269,12141,121410,THURSDAY,19,Y,1,0.108909091,,,XAP,Approved,-372,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,100,Consumer electronics,12,middle,POS mobile with interest,365243,-341,-11,-281,-278,0
